"id","id_competition","competition_name","competition_official_name","competition_initial_date","competition_final_date","competition_url_image","competition_url_image_negative","id_edition","edition_year","id_phase","id_subphase","id_round","id_matchweek","id_match","period","id_edition_license_team","is_local","id_team","id_local_team","local_team_id_team_denomination","local_team_team_actual_name","local_team_team_actual_short_name","local_team_team_abbrev_name","id_visitor_team","visitor_team_id_team_denomination","visitor_team_team_actual_name","visitor_team_team_actual_short_name","visitor_team_team_abbrev_name","id_license","license_id","license_id_person","license_license_str","license_license_str15","license_license_abbrev","license_license_nick","license_id_type","license_active","id_license_type","id_license_subtype","matches","pno","points","time_played","x3pt_success","x3pt_tried","x3pt_percentage","x2pt_success","x2pt_tried","x2pt_percentage","x1pt_success","x1pt_tried","x1pt_percentage","defensive_rebound","offensive_rebound","total_rebound","asis","steals","turnovers","counter_attack","blocks","received_blocks","dunks","personal_fouls","received_fouls","val","starting","playing","differential","disqualified","abb"
2136150,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91354,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",20212411,20212411,20212411,"Lucas James Fischer ","Luke Fischer","L. Fischer","Fischer","202",FALSE,202,NA,1,"40",9,1455,0,0,0,3,4,75,3,5,60,4,2,6,1,1,3,0,2,1,0,1,3,14,1,1,2,0,"BUR"
2136146,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91282,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30000138,30000138,21100134,"Juan Francisco Fernandez Rios","Juan Fernández","J. Fernández","Fernández","202",FALSE,202,NA,1,"21",11,1084,0,2,0,3,3,100,5,6,83,5,0,5,1,0,1,4,0,0,0,2,6,17,0,1,-3,0,"GIR"
2136154,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91350,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30003987,30003987,21103512,"Jermaine A Samuels Jr","Jermaine Samuels Jr","J. Samuels","Samuels","202",FALSE,202,NA,1,"00",9,1016,0,1,0,3,4,75,3,4,75,2,1,3,1,0,2,0,0,0,0,2,2,8,1,0,15,0,"BUR"
2136158,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91345,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",20204156,20204156,20204156,"Daniel  Díez De La Faya","Dani Díez","D. Díez","Díez","202",FALSE,202,NA,1,"11",7,1455,1,7,14,1,1,100,2,2,100,5,2,7,2,1,2,0,0,0,0,0,1,10,0,1,3,0,"BUR"
2136144,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91283,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",20211466,20211466,20211466,"Nikola  Maric ","Nikola Maric","N. Maric","Maric","202",FALSE,202,NA,1,"25",2,479,0,0,0,0,2,0,2,4,50,2,1,3,0,0,0,0,0,1,0,0,2,2,0,0,-5,0,"GIR"
2136149,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91353,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30003978,30003978,21103497,"Jon Axel Gudmundsson ","Jon Axel Gudmundsson","J. Gudmundsson","Gudmundsson","202",FALSE,202,NA,1,"6",13,1640,3,5,60,1,1,100,2,3,66,6,0,6,5,3,3,0,0,0,0,5,5,21,1,0,13,0,"BUR"
2136148,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91355,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30003984,30003984,21103503,"Silvio Samuel de Sousa ","Silvio de Sousa","S. de Sousa","De Sousa","202",FALSE,202,NA,1,"22",2,651,0,0,0,1,4,25,0,0,0,1,1,2,0,1,1,0,1,0,0,4,1,-1,0,0,10,0,"BUR"
2136143,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91284,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",20210335,20210335,20210335,"Sergi  Martínez Costa","Sergi Martínez","S. Martínez","Martínez","202",FALSE,202,NA,1,"23",5,1261,0,2,0,2,2,100,1,4,25,4,2,6,0,2,0,0,0,0,0,4,2,6,1,0,-25,0,"GIR"
2136141,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91286,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30003939,30003939,21103463,"Otis Antoine  Livingston jr ","Otis Livingston","O. Livingston","Livingston","202",FALSE,202,NA,1,"11",13,1541,2,4,50,2,7,28,3,4,75,2,1,3,5,2,2,3,0,0,0,4,3,12,1,0,-16,0,"GIR"
2136140,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91288,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30002443,30002443,21102095,"Martinas  Geben ","Martinas Geben","M. Geben","Geben","202",FALSE,202,NA,1,"12",2,837,0,1,0,1,2,50,0,0,0,0,0,0,0,1,1,2,0,0,0,5,0,-5,1,0,-10,0,"GIR"
2136138,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91290,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30002674,30002674,21102306,"Mindaugas  Susinskas ","Mindaugas Susinskas","M. Susinskas","Susinskas","202",FALSE,202,NA,1,"29",4,1139,0,2,0,1,1,100,2,2,100,3,1,4,1,1,0,0,1,1,0,2,1,7,0,1,7,0,"GIR"
2136136,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91279,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30003946,30003946,21103470,"Derek Ryan Needham ","Derek Needham","D. Needham","Needham","202",FALSE,202,NA,1,"5",3,1046,1,6,16,0,4,0,0,0,0,0,0,0,3,1,5,0,0,0,0,4,1,-10,1,1,-16,0,"GIR"
2136159,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91348,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",20204078,20204078,20204078,"Pablo  Almazán Sierra","Pablo Almazán","P. Almazán","Almazán","202",FALSE,202,NA,1,"8",0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,-2,0,1,3,0,"BUR"
2136157,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91878,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",20210685,20210685,20210685,"Sergi  García Calvo","Sergi García","S. García","García","202",FALSE,202,NA,1,"17",0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,"BUR"
2136153,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91501,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30001331,30001331,21101116,"Gonzalo  Corbalán Gutierrez","Gonzalo Corbalán","G. Corbalán","Corbalán","202",FALSE,202,NA,1,"10",13,1158,0,4,0,6,8,75,1,2,50,4,2,6,0,1,1,4,0,0,1,0,1,13,0,1,14,0,"BUR"
2136147,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91281,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",20211754,20211754,20211754,"Josep  Busquets Costa","Pep Busquets","P. Busquets","Busquets","202",FALSE,202,NA,1,"4",26,1581,1,4,25,8,10,80,7,8,87,2,0,2,3,0,4,6,0,1,0,3,6,23,0,1,2,0,"GIR"
2136139,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91882,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30004088,30004088,21103594,"Sander Harrie Annie Hollanders ","Sander Hollanders","S. Hollanders","Hollanders","202",FALSE,202,NA,1,"7",0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,"GIR"
2136142,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91285,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30004008,30004008,21103527,"Mark Anthony Hughes ","Mark Hughes","M. Hughes","Hughes","202",FALSE,202,NA,1,"8",8,896,1,5,20,1,1,100,3,4,75,3,1,4,2,2,2,0,0,0,0,4,2,7,1,1,-10,0,"GIR"
2136145,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91280,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",20212102,20212102,20212102,"Guillem  Ferrando Porro","Guillem Ferrando","G. Ferrando","Ferrando","202",FALSE,202,NA,1,"9",0,794,0,2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,0,0,-6,0,"GIR"
2136151,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91351,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30000294,30000294,21100268,"Leonardo  Simoes Meindl","Leo Meindl","L. Meindl","Meindl","202",FALSE,202,NA,1,"23",18,1455,0,6,0,5,8,62,8,9,88,3,0,3,2,2,2,4,0,0,1,3,6,16,1,1,10,0,"BUR"
2136155,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91349,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30003983,30003983,21103502,"Jhivvan Jameel Jackson Melendez","Jhivvan Jackson","J. Jackson","Jackson","202",FALSE,202,NA,1,"56",17,1578,4,7,57,1,4,25,3,3,100,3,2,5,3,1,0,0,0,0,0,4,4,20,1,0,8,0,"BUR"
2136161,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,NA,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"GIR"
2136156,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91347,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30000479,30000479,21100420,"Yannick  Nzosa Manzila","Yannick Nzosa","Y. Nzosa","Nzosa","202",FALSE,202,NA,1,"3",2,261,0,0,0,1,2,50,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0,2,0,0,4,0,"BUR"
2136137,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,91287,FALSE,4399,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",30003990,30003990,21103509,"Jose Ignacio Vildoza ","Pepe Vildoza","P. Vildoza","Vildoza","202",FALSE,202,NA,1,"10",5,1257,0,2,0,2,4,50,1,1,100,3,1,4,3,1,2,0,0,0,0,0,2,9,0,0,-4,0,"GIR"
2136160,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104460,NA,NA,TRUE,4402,4402,2680,"Recoletas Salud San Pablo Burgos","Recoletas Salud","BUR",4399,2673,"Bàsquet Girona","Bàsquet Girona","GIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"BUR"
2135983,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91298,TRUE,4384,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30000023,30000023,21100025,"David Jeffrey Kravish ","David Kravish","D. Kravish","Kravish","202",FALSE,202,NA,1,"45",7,1171,1,1,100,2,5,40,0,0,0,4,1,5,4,0,2,0,0,0,1,3,0,8,0,1,15,0,"UNI"
2135978,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91387,FALSE,4389,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",20212357,20212357,20212357,"Jan Patrick Melwin Pantzar ","Melwin Pantzar","M. Pantzar","Pantzar","202",FALSE,202,NA,1,"19",5,1226,0,2,0,1,5,20,3,4,75,2,1,3,2,2,2,0,0,0,0,2,2,3,0,1,-14,0,"SBB"
2135977,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91384,FALSE,4389,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30002005,30002005,20212741,"Amar  Sylla ","Amar Sylla","A. Sylla","Sylla","202",FALSE,202,NA,1,"20",2,777,0,0,0,0,1,0,2,4,50,2,0,2,1,0,0,0,0,0,0,2,2,2,0,0,-13,0,"SBB"
2135973,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91874,FALSE,4389,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30004090,30004090,21103596,"Aleksandar  Zecevic ","Aleksandar Zecevic","A. Zecevic","Zecevic","202",FALSE,202,NA,0,"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SBB"
2135994,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91389,FALSE,4389,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30003944,30003944,21103468,"Justin Kyle Jaworski ","Justin Jaworski","J. Jaworski","Jaworski","202",FALSE,202,NA,1,"7",8,1073,1,4,25,2,5,40,1,2,50,0,0,0,1,0,3,2,0,0,0,5,1,-5,0,0,3,0,"SBB"
2135992,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91393,FALSE,4389,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30000192,30000192,21100183,"Martin  Krampelj ","Martin Krampelj","M. Krampelj","Krampelj","202",FALSE,202,NA,1,"10",6,1026,0,0,0,1,3,33,4,6,66,1,0,1,0,1,0,0,0,0,1,3,6,7,0,1,-13,0,"SBB"
2135984,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91294,TRUE,4384,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30000053,30000053,21100054,"José Miguel Pérez Balbuena","Tyson Pérez","T. Pérez","Tyson","202",FALSE,202,NA,1,"0",6,744,0,2,0,2,3,66,2,2,100,2,1,3,0,0,0,2,0,0,1,2,1,5,1,0,3,0,"UNI"
2135995,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91304,TRUE,4384,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30001169,30001169,21100996,"Tyler Kenneth Kalinoski ","Tyler Kalinoski","T. Kalinoski","Kalinoski","202",FALSE,202,NA,1,"4",6,987,1,1,100,1,3,33,1,2,50,1,2,3,2,0,1,0,0,0,0,2,2,7,0,0,17,0,"UNI"
2135991,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91391,FALSE,4389,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30004013,30004013,21103530,"Margiris Normantas","Margiris Normantas","M. Normantas","Normantas","202",FALSE,202,NA,1,"2",4,1282,0,4,0,1,1,100,2,2,100,2,0,2,0,0,2,0,0,0,0,0,1,1,1,0,-21,0,"SBB"
2135987,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91295,TRUE,4384,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",20200191,20200191,20200191,"Jhonatan  Barreiro Rodríguez","Jonathan Barreiro","J. Barreiro","Barreiro","202",FALSE,202,NA,1,"7",4,816,0,1,0,1,1,100,2,3,66,1,0,1,0,1,0,2,0,0,0,1,3,6,0,1,-6,0,"UNI"
2135986,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91296,TRUE,4384,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",20202039,20202039,20202039,"Nihad  Dedovic ","Nihad Djedovic","N. Djedovic","Djedovic","202",FALSE,202,NA,1,"14",11,1211,1,2,50,4,6,66,0,2,0,1,0,1,0,1,2,2,0,0,0,2,1,5,1,0,16,0,"UNI"
2135985,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91292,TRUE,4384,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",20209226,20209226,20209226,"Alberto  Díaz Ortiz","Alberto Díaz","A. Díaz","Díaz","202",FALSE,202,NA,1,"9",6,1058,1,1,100,1,1,100,1,2,50,0,1,1,2,0,1,0,0,0,0,0,3,10,0,0,7,0,"UNI"
2135990,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91390,FALSE,4389,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30003947,30003947,21103471,"Luke Joseph Petrasek ","Luke Petrasek","L. Petrasek","Petrasek","202",FALSE,202,NA,1,"18",13,1282,3,4,75,2,3,66,0,0,0,1,0,1,1,0,1,0,0,0,0,2,1,11,1,1,-4,0,"SBB"
2135982,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91300,TRUE,4384,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30003424,30003424,21102979,"Killian Wiard Tillie ","Killian Tillie","K. Tillie","Tillie","202",FALSE,202,NA,1,"33",2,889,0,2,0,1,2,50,0,0,0,5,2,7,4,1,1,0,0,0,0,0,0,10,0,1,4,0,"UNI"
2135981,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91302,TRUE,4384,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30003967,30003967,21103486,"Xavier Misael Castañeda","Xavier Castañeda","X. Castañeda","Castañeda","202",FALSE,202,NA,1,"13",2,807,0,2,0,1,4,25,0,0,0,1,0,1,2,1,2,0,0,1,0,2,0,-4,0,1,-1,0,"UNI"
2135980,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91301,TRUE,4384,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30001977,30001977,21101646,"Kendrick Dennard Perry ","Kendrick Perry","K. Perry","Perry","202",FALSE,202,NA,1,"55",7,961,1,2,50,1,2,50,2,2,100,0,0,0,5,2,0,0,0,0,0,3,3,12,1,0,6,0,"UNI"
2135979,1,"Liga Nacional","Liga Endesa",-402534000,NA,"https://www.acb.com/Documentos/Cabeceras/logo-competicion-1b.png","https://www.acb.com/Documentos/Cabeceras/logo-competicion-4a.png",90,2025,107,NA,NA,5884,104459,NA,91303,TRUE,4384,4384,2658,"Unicaja","Unicaja","UNI",4389,2663,"Surne Bilbao Basket","Surne Bilbao","SBB",30003966,30003966,21103485,"Christopher  Theoret Duarte","Chris Duarte","C. Duarte","Duarte","202",FALSE,202,NA,1,"27",9,1360,1,3,33,3,5,60,0,0,0,3,0,3,6,1,4,2,0,1,0,3,1,8,1,1,15,0,"UNI"
